"Genus","code","Time.since.introduction","Cost.USD","Management.delay"
"Aedes","BRA","93","10675000","62"
"Aedes","USA","43","9489.97592085195","55"
"Aedes","IND","86","567406043.43654","81"
"Aedes","IND","86","571547693.388632","81"
"Aedes","KHM","86","17403539.9581826","79"
"Aedes","KHM","86","3684700.21688287","79"
"Aedes","KHM","86","4569258.89248572","79"
"Aedes","LAO","86","5358901.39099299","55"
"Aedes","MMR","86","15231780.1955654","55"
"Aedes","MYS","86","134654366.328205","80"
"Aedes","PHL","86","71358810.7604102","91"
"Aedes","PHL","86","85049016.4014476","91"
"Aedes","USA","94","262043559.095968","55"
"Aedes","USA","55","29413492.60385","55"
"Aedes","USA","55","9301939.36477387","55"
"Aedes","VNM","80","24677462.0700881","76"
"Aedes","THA","72","12772512.1526958","59"
"Aedes","VEN","78","234164.885941053","85"
"Aedes","VEN","78","127897460.612803","85"
"Aedes","COL","84","208002021.764501","73"
"Aedes","BLZ","81","814439.261086367","73"
"Aedes","BOL","81","43592592.6645649","73"
"Aedes","BRA","82","386133.56","62"
"Aedes","BRA","81","10675000","62"
"Aedes","BRN","81","669205.043132053","55"
"Aedes","BTN","81","310401.710257792","55"
"Aedes","CAN","81","693753.521315354","55"
"Aedes","CHL","81","7067815.98882335","73"
"Aedes","CHN","81","489020.414020624","55"
"Aedes","ECU","81","65747113.8342653","73"
"Aedes","FRA","81","2218846.14329975","86"
"Aedes","GTM","81","38016876.2719143","73"
"Aedes","IDN","81","340035077.600131","89"
"Aedes","IND","81","87404622.3516994","81"
"Aedes","IND","86","4774381.86400333","81"
"Aedes","KHM","81","17403539.9581826","79"
"Aedes","LAO","81","5358901.39099299","55"
"Aedes","IND","84","13939033.1054862","81"
"Aedes","PER","81","132916340.065661","73"
"Aedes","IND","84","571547693.388632","81"
"Aedes","KHM","84","17403539.9581826","79"
"Aedes","KHM","84","3684700.21688287","79"
"Aedes","KHM","84","4569258.89248572","79"
"Aedes","LAO","84","5358901.39099299","55"
"Aedes","VEN","85","127897460.612803","85"
"Aedes","NIC","86","14412900.9297939","73"
"Aedes","ARG","87","8569136.67572497","73"
"Aedes","NIC","78","14412900.9297939","73"
"Aedes","BRA","88","236158.696042981","62"
"Aedes","ARG","79","17208457.6961482","73"
"Aedes","BRA","81","386133.56","62"
"Aedes","BLZ","85","814439.261086367","73"
"Aedes","COL","89","18416183.4495994","73"
"Aedes","BRA","85","386133.56","62"
"Aedes","BRA","85","10675000","62"
"Aedes","BRN","85","669205.043132053","55"
"Aedes","CHL","82","7067815.98882335","73"
"Aedes","CHN","82","489020.414020624","55"
"Aedes","ECU","82","65747113.8342653","73"
"Aedes","FRA","82","2218846.14329975","86"
"Aedes","GTM","82","38016876.2719143","73"
"Aedes","IDN","82","340035077.600131","89"
"Aedes","IND","81","4774381.86400333","81"
"Aedes","KHM","79","17403539.9581826","79"
"Aedes","KHM","79","428562.428134414","79"
"Aedes","LAO","79","5358901.39099299","55"
"Aedes","MMR","79","15231780.1955654","55"
"Aedes","MYS","79","134654366.328205","80"
"Aedes","PHL","79","85049016.4014476","91"
"Aedes","PRY","79","2522877.38073318","73"
"Aedes","SGP","79","41736084.3857785","55"
"Aedes","SGP","79","70592714.376933","55"
"Aedes","SUR","79","1461965.26330133","55"
"Aedes","THA","79","1290.95912598685","59"
"Aedes","THA","79","151755602.358116","59"
"Aedes","THA","79","305170126.178464","59"
"Aedes","THA","79","127879387.587106","59"
"Aedes","TLS","79","381951.934995181","55"
"Aedes","URY","79","1486796.52946905","73"
"Aedes","VEN","79","125375.20603751","85"
"Aedes","USA","82","20573081.5494169","55"
"Aedes","VNM","79","24677462.0700881","76"
"Aedes","USA","84","20573081.5494169","55"
"Aedes","USA","84","20786606.0076361","55"
"Aedes","VNM","84","24677462.0700881","76"
"Aedes","BLZ","80","814439.261086367","73"
"Aedes","BOL","80","43592592.6645649","73"
"Aedes","BRA","80","386133.56","62"
"Aedes","BOL","82","43592592.6645649","73"
"Aedes","BTN","80","310401.710257792","55"
"Aedes","CHL","80","7067815.98882335","73"
"Aedes","CHN","80","489020.414020624","55"
"Aedes","BRA","92","10675000","62"
"Aedes","CHN","92","489020.414020624","55"
"Aedes","BRN","86","669205.043132053","55"
"Aedes","FRA","92","3556330.42963262","86"
"Aedes","CHN","86","489020.414020624","55"
"Aedes","IDN","86","340035077.600131","89"
"Aedes","IND","86","87404622.3516994","81"
"Aedes","GTM","83","38016876.2719143","73"
"Aedes","IDN","83","340035077.600131","89"
"Aedes","IND","83","87404622.3516994","81"
"Aedes","IND","83","4774381.86400333","81"
"Aedes","KHM","83","17403539.9581826","79"
"Aedes","LAO","83","5358901.39099299","55"
"Aedes","MMR","83","15231780.1955654","55"
"Aedes","PHL","83","85049016.4014476","91"
"Aedes","SGP","86","41736084.3857785","55"
"Aedes","SGP","86","70592714.376933","55"
"Aedes","THA","86","305170126.178464","59"
"Aedes","TLS","86","381951.934995181","55"
"Aedes","USA","68","12194.2263537216","55"
"Aedes","BRA","95","126158445.853076","62"
"Aedes","BRA","87","1418928.77","62"
"Aedes","BRA","87","10675000","62"
"Aedes","BRN","87","669205.043132053","55"
"Aedes","BTN","87","310401.710257792","55"
"Aedes","CHN","87","489020.414020624","55"
"Aedes","IDN","87","340035077.600131","89"
"Aedes","IND","87","567406043.43654","81"
"Aedes","IND","87","571547693.388632","81"
"Aedes","KHM","87","17403539.9581826","79"
"Aedes","LAO","87","5358901.39099299","55"
"Aedes","MMR","87","15231780.1955654","55"
"Aedes","MYS","87","134654366.328205","80"
"Aedes","MYS","87","59605352.511881","80"
"Aedes","PHL","87","71358810.7604102","91"
"Aedes","PHL","87","85049016.4014476","91"
"Aedes","PHL","87","2348992.53008418","91"
"Aedes","SGP","87","41736084.3857785","55"
"Aedes","SGP","87","70592714.376933","55"
"Aedes","THA","87","305170126.178464","59"
"Aedes","USA","45","9489.97592085195","55"
"Aedes","USA","46","9489.97592085195","55"
"Aedes","USA","47","9489.97592085195","55"
"Aedes","USA","48","9489.97592085195","55"
"Aedes","USA","49","9489.97592085195","55"
"Aedes","USA","50","9489.97592085195","55"
"Aedes","USA","51","9489.97592085195","55"
"Aedes","USA","52","9489.97592085195","55"
"Aedes","USA","53","9489.97592085195","55"
"Aedes","USA","54","9489.97592085195","55"
"Aedes","USA","55","9489.97592085195","55"
"Aedes","USA","56","9489.97592085195","55"
"Aedes","USA","57","9489.97592085195","55"
"Aedes","USA","58","9489.97592085195","55"
"Aedes","USA","59","9489.97592085195","55"
"Aedes","NIC","87","14412900.9297939","73"
"Aedes","USA","61","9489.97592085195","55"
"Aedes","SUR","78","1461965.26330133","55"
"Aedes","THA","78","1290.95912598685","59"
"Aedes","URY","78","1486796.52946905","73"
"Aedes","VEN","78","57507.8726981709","85"
"Aedes","VEN","78","134861.406918361","85"
"Aedes","BLZ","79","814439.261086367","73"
"Aedes","BOL","79","43592592.6645649","73"
"Aedes","BRA","79","386133.56","62"
"Aedes","USA","73","9489.97592085195","55"
"Aedes","USA","74","9489.97592085195","55"
"Aedes","USA","75","9489.97592085195","55"
"Aedes","USA","76","9489.97592085195","55"
"Aedes","USA","77","9489.97592085195","55"
"Aedes","USA","78","9489.97592085195","55"
"Aedes","USA","79","9489.97592085195","55"
"Aedes","USA","80","9489.97592085195","55"
"Aedes","USA","81","9489.97592085195","55"
"Aedes","USA","82","9489.97592085195","55"
"Aedes","USA","83","9489.97592085195","55"
"Aedes","USA","84","9489.97592085195","55"
"Aedes","USA","85","9489.97592085195","55"
"Aedes","USA","86","9489.97592085195","55"
"Aedes","USA","87","9489.97592085195","55"
"Aedes","USA","88","9489.97592085195","55"
"Aedes","USA","89","9489.97592085195","55"
"Aedes","USA","90","9489.97592085195","55"
"Aedes","THA","78","151755602.358116","59"
"Aedes","BRA","86","386133.56","62"
"Aedes","BRA","86","10675000","62"
"Aedes","CAN","83","693753.521315354","55"
"Aedes","BTN","86","310401.710257792","55"
"Aedes","CHN","83","489020.414020624","55"
"Aedes","ECU","83","65747113.8342653","73"
"Aedes","FRA","83","2218846.14329975","86"
"Aedes","USA","0","9489.97592085195","55"
"Aedes","USA","1","9489.97592085195","55"
"Aedes","USA","2","9489.97592085195","55"
"Aedes","USA","3","9489.97592085195","55"
"Aedes","USA","4","9489.97592085195","55"
"Aedes","USA","5","9489.97592085195","55"
"Aedes","USA","6","9489.97592085195","55"
"Aedes","USA","7","9489.97592085195","55"
"Aedes","USA","8","9489.97592085195","55"
"Aedes","USA","9","9489.97592085195","55"
"Aedes","USA","10","9489.97592085195","55"
"Aedes","USA","11","9489.97592085195","55"
"Aedes","USA","12","9489.97592085195","55"
"Aedes","USA","86","20573081.5494169","55"
"Aedes","CUB","59","110529589.405188","59"
"Aedes","BRA","95","109384525.980724","62"
"Aedes","HND","85","19972885.8812854","73"
"Aedes","IND","84","567406043.43654","81"
"Aedes","NIC","85","15750763.015023","73"
"Aedes","NIC","75","14412900.9297939","73"
"Aedes","PAN","85","9651580.71690245","73"
"Aedes","SLV","85","17638005.5828938","73"
"Aedes","SGP","81","70592714.376933","55"
"Aedes","SUR","81","1461965.26330133","55"
"Aedes","THA","81","151755602.358116","59"
"Aedes","THA","81","305170126.178464","59"
"Aedes","THA","81","127879387.587106","59"
"Aedes","IDN","88","340035077.600131","89"
"Aedes","URY","81","1486796.52946905","73"
"Aedes","IND","88","571547693.388632","81"
"Aedes","KHM","88","17403539.9581826","79"
"Aedes","PRY","78","2522877.38073318","73"
"Aedes","SGP","78","41736084.3857785","55"
"Aedes","MYS","88","134654366.328205","80"
"Aedes","COL","88","1075580347.65367","73"
"Aedes","COL","88","18416183.4495994","73"
"Aedes","NIC","88","14412900.9297939","73"
"Aedes","BRA","79","956987710.380959","62"
"Aedes","COL","79","208002021.764501","73"
"Aedes","CRI","79","12400317.5618373","73"
"Aedes","HND","79","19972885.8812854","73"
"Aedes","MEX","79","321737991.353806","73"
"Aedes","NIC","79","15750763.015023","73"
"Aedes","NIC","79","14412900.9297939","73"
"Aedes","PAN","79","9651580.71690245","73"
"Aedes","SLV","79","17638005.5828938","73"
"Aedes","USA","79","6355211.07368289","55"
"Aedes","VEN","79","234164.885941053","85"
"Aedes","VEN","79","127897460.612803","85"
"Aedes","IND","82","87404622.3516994","81"
"Aedes","IND","82","4774381.86400333","81"
"Aedes","KHM","82","17403539.9581826","79"
"Aedes","LAO","82","5358901.39099299","55"
"Aedes","MMR","82","15231780.1955654","55"
"Aedes","MYS","82","149507371.21207","80"
"Aedes","MYS","82","134654366.328205","80"
"Aedes","PER","82","132916340.065661","73"
"Aedes","PHL","82","85049016.4014476","91"
"Aedes","PRY","82","2522877.38073318","73"
"Aedes","SGP","82","41736084.3857785","55"
"Aedes","SGP","82","70592714.376933","55"
"Aedes","SUR","82","1461965.26330133","55"
"Aedes","THA","82","151755602.358116","59"
"Aedes","THA","82","305170126.178464","59"
"Aedes","THA","82","127879387.587106","59"
"Aedes","TLS","82","381951.934995181","55"
"Aedes","URY","82","1486796.52946905","73"
"Aedes","ARG","81","17208457.6961482","73"
"Aedes","USA","82","20786606.0076361","55"
"Aedes","USA","85","20786606.0076361","55"
"Aedes","BLZ","83","814439.261086367","73"
"Aedes","BRA","80","10675000","62"
"Aedes","BRN","80","669205.043132053","55"
"Aedes","HND","82","19972885.8812854","73"
"Aedes","MEX","82","321737991.353806","73"
"Aedes","NIC","82","15750763.015023","73"
"Aedes","NIC","82","14412900.9297939","73"
"Aedes","PAN","82","9651580.71690245","73"
"Aedes","SLV","82","17638005.5828938","73"
"Aedes","USA","82","6355211.07368289","55"
"Aedes","VEN","82","127897460.612803","85"
"Aedes","VNM","87","24677462.0700881","76"
"Aedes","NIC","85","14412900.9297939","73"
"Aedes","ARG","83","17208457.6961482","73"
"Aedes","BRA","83","956987710.380959","62"
"Aedes","COL","83","208002021.764501","73"
"Aedes","CRI","83","12400317.5618373","73"
"Aedes","USA","13","9489.97592085195","55"
"Aedes","USA","14","9489.97592085195","55"
"Aedes","CUB","59","51221029.2365505","59"
"Aedes","THA","59","19170339.3416929","59"
"Aedes","VNM","86","24677462.0700881","76"
"Aedes","USA","20","9489.97592085195","55"
"Aedes","USA","22","9489.97592085195","55"
"Aedes","USA","23","9489.97592085195","55"
"Aedes","BLZ","84","814439.261086367","73"
"Aedes","BOL","84","43592592.6645649","73"
"Aedes","BRA","84","386133.56","62"
"Aedes","BRA","84","10675000","62"
"Aedes","BRN","84","669205.043132053","55"
"Aedes","BTN","84","310401.710257792","55"
"Aedes","CAN","84","693753.521315354","55"
"Aedes","CHL","84","7067815.98882335","73"
"Aedes","CHN","84","489020.414020624","55"
"Aedes","ECU","84","65747113.8342653","73"
"Aedes","FRA","84","2218846.14329975","86"
"Aedes","GTM","84","38016876.2719143","73"
"Aedes","IDN","84","340035077.600131","89"
"Aedes","IND","84","3282987.26799224","81"
"Aedes","IND","84","87404622.3516994","81"
"Aedes","IND","84","4774381.86400333","81"
"Aedes","USA","87","20573081.5494169","55"
"Aedes","USA","87","20786606.0076361","55"
"Aedes","IND","85","15368561.023653","81"
"Aedes","IND","85","571547693.388632","81"
"Aedes","KHM","85","17403539.9581826","79"
"Aedes","BRA","88","9363890.33558606","62"
"Aedes","USA","85","6355211.07368289","55"
"Aedes","BRA","88","10675000","62"
"Aedes","BRN","88","669205.043132053","55"
"Aedes","BTN","88","310401.710257792","55"
"Aedes","CHN","88","489020.414020624","55"
"Aedes","PER","85","132916340.065661","73"
"Aedes","IND","88","567406043.43654","81"
"Aedes","PRY","85","2522877.38073318","73"
"Aedes","SGP","85","41736084.3857785","55"
"Aedes","SGP","85","70592714.376933","55"
"Aedes","LAO","88","5358901.39099299","55"
"Aedes","MMR","88","15231780.1955654","55"
"Aedes","PHL","88","71358810.7604102","91"
"Aedes","PHL","88","85049016.4014476","91"
"Aedes","PHL","88","2348992.53008418","91"
"Aedes","SGP","88","70592714.376933","55"
"Aedes","THA","88","305170126.178464","59"
"Aedes","TLS","88","381951.934995181","55"
"Aedes","USA","88","20573081.5494169","55"
"Aedes","COL","89","1075580347.65367","73"
"Aedes","DOM","89","1556113.0157413","55"
"Aedes","DOM","89","1495088.97590831","55"
"Aedes","BTN","85","310401.710257792","55"
"Aedes","CAN","85","693753.521315354","55"
"Aedes","CHL","85","7067815.98882335","73"
"Aedes","CHN","85","489020.414020624","55"
"Aedes","ECU","85","65747113.8342653","73"
"Aedes","FRA","85","2218846.14329975","86"
"Aedes","GTM","85","38016876.2719143","73"
"Aedes","IDN","85","340035077.600131","89"
"Aedes","IND","85","87404622.3516994","81"
"Aedes","IND","85","4774381.86400333","81"
"Aedes","IND","85","567406043.43654","81"
"Aedes","VNM","89","2876847.59212677","76"
"Aedes","MEX","85","321737991.353806","73"
"Aedes","KHM","85","3684700.21688287","79"
"Aedes","KHM","85","4569258.89248572","79"
"Aedes","LAO","85","5358901.39099299","55"
"Aedes","MMR","85","15231780.1955654","55"
"Aedes","MYS","85","149507371.21207","80"
"Aedes","MYS","85","134654366.328205","80"
"Aedes","MEX","83","321737991.353806","73"
"Aedes","PHL","85","85049016.4014476","91"
"Aedes","USA","16","9489.97592085195","55"
"Aedes","USA","86","20786606.0076361","55"
"Aedes","TLS","83","381951.934995181","55"
"Aedes","SUR","85","1461965.26330133","55"
"Aedes","VNM","82","24677462.0700881","76"
"Aedes","TLS","85","381951.934995181","55"
"Aedes","URY","85","1486796.52946905","73"
"Aedes","USA","85","20573081.5494169","55"
"Aedes","MEX","81","321737991.353806","73"
"Aedes","VNM","85","24677462.0700881","76"
"Aedes","VNM","85","66833155.4225999","76"
"Aedes","VEN","81","127897460.612803","85"
"Aedes","ARG","82","17208457.6961482","73"
"Aedes","CHL","83","7067815.98882335","73"
"Aedes","COL","82","208002021.764501","73"
"Aedes","CRI","82","12400317.5618373","73"
"Aedes","VEN","84","127897460.612803","85"
"Aedes","ARG","85","17208457.6961482","73"
"Aedes","BRA","85","956987710.380959","62"
"Aedes","TLS","87","381951.934995181","55"
"Aedes","CRI","85","12400317.5618373","73"
"Aedes","ARG","80","17208457.6961482","73"
"Aedes","VNM","89","2615315.99284252","76"
"Aedes","CRI","80","12400317.5618373","73"
"Aedes","BRA","90","1418928.77","62"
"Aedes","BRA","88","1418928.77","62"
"Aedes","CHN","90","489020.414020624","55"
"Aedes","PRY","83","2522877.38073318","73"
"Aedes","HND","83","19972885.8812854","73"
"Aedes","PHL","90","71358810.7604102","91"
"Aedes","USA","15","9489.97592085195","55"
"Aedes","BRA","91","1418928.77","62"
"Aedes","USA","19","9489.97592085195","55"
"Aedes","USA","83","6355211.07368289","55"
"Aedes","USA","21","9489.97592085195","55"
"Aedes","VNM","83","24677462.0700881","76"
"Aedes","USA","24","9489.97592085195","55"
"Aedes","USA","25","9489.97592085195","55"
"Aedes","USA","26","9489.97592085195","55"
"Aedes","USA","27","9489.97592085195","55"
"Aedes","USA","28","9489.97592085195","55"
"Aedes","CUB","84","3032419.95232939","59"
"Aedes","CUB","84","1479573.05417511","59"
"Aedes","HND","84","19972885.8812854","73"
"Aedes","MEX","84","321737991.353806","73"
"Aedes","NIC","84","15750763.015023","73"
"Aedes","NIC","84","14412900.9297939","73"
"Aedes","PAN","84","9651580.71690245","73"
"Aedes","SLV","84","17638005.5828938","73"
"Aedes","USA","84","6355211.07368289","55"
"Aedes","IND","89","567406043.43654","81"
"Aedes","IND","89","571547693.388632","81"
"Aedes","GTM","79","38016876.2719143","73"
"Aedes","IDN","79","340035077.600131","89"
"Aedes","PER","89","1716301.1203029","73"
"Aedes","PHL","89","71358810.7604102","91"
"Aedes","PHL","89","2348992.53008418","91"
"Aedes","COL","92","2223141.21017873","73"
"Aedes","BRA","80","956987710.380959","62"
"Aedes","COL","80","208002021.764501","73"
"Aedes","MDV","93","1237246.9839769","93"
"Aedes","HND","80","19972885.8812854","73"
"Aedes","BRA","90","10675000","62"
"Aedes","NIC","80","15750763.015023","73"
"Aedes","IND","90","567406043.43654","81"
"Aedes","IND","90","571547693.388632","81"
"Aedes","SGP","83","41736084.3857785","55"
"Aedes","PHL","90","2348992.53008418","91"
"Aedes","SGP","83","16211264.1480659","55"
"Aedes","SUR","83","1461965.26330133","55"
"Aedes","THA","83","151755602.358116","59"
"Aedes","BRA","91","10675000","62"
"Aedes","CHN","91","489020.414020624","55"
"Aedes","USA","60","9489.97592085195","55"
"Aedes","USA","62","9489.97592085195","55"
"Aedes","USA","63","9489.97592085195","55"
"Aedes","USA","64","9489.97592085195","55"
"Aedes","USA","65","9489.97592085195","55"
"Aedes","USA","88","20786606.0076361","55"
"Aedes","VNM","88","24677462.0700881","76"
"Aedes","BRA","89","130833.307066554","62"
"Aedes","BRA","89","1418928.77","62"
"Aedes","BRA","89","10675000","62"
"Aedes","CHN","89","489020.414020624","55"
"Aedes","IDN","89","1766073.85279169","89"
"Aedes","IDN","89","3236453.54114262","89"
"Aedes","COL","90","18416183.4495994","73"
"Aedes","BRA","91","483998890.374956","62"
"Aedes","COL","85","208002021.764501","73"
"Aedes","PER","89","2108598.51922928","73"
"Aedes","COL","93","51761313.6295693","73"
"Aedes","COL","93","3885984.50672442","73"
"Aedes","COL","93","63186108.0793391","73"
"Aedes","FRA","91","5951553.04809661","86"
"Aedes","MEX","80","321737991.353806","73"
"Aedes","NIC","80","14412900.9297939","73"
"Aedes","PAN","80","9651580.71690245","73"
"Aedes","SLV","80","17638005.5828938","73"
"Aedes","SGP","83","70592714.376933","55"
"Aedes","VEN","80","234164.885941053","85"
"Aedes","VEN","80","127897460.612803","85"
"Aedes","USA","17","9489.97592085195","55"
"Aedes","USA","18","9489.97592085195","55"
"Aedes","FRA","91","9285930.7689397","86"
"Aedes","BRN","83","669205.043132053","55"
"Aedes","PER","91","230687.554170826","73"
"Aedes","PHL","91","2348992.53008418","91"
"Aedes","GRC","89","180360.724755293","88"
"Aedes","NIC","81","15750763.015023","73"
"Aedes","NIC","81","14412900.9297939","73"
"Aedes","PAN","81","9651580.71690245","73"
"Aedes","SLV","81","17638005.5828938","73"
"Aedes","VEN","81","234164.885941053","85"
"Aedes","PAN","83","9651580.71690245","73"
"Aedes","BTN","83","310401.710257792","55"
"Aedes","BRA","82","956987710.380959","62"
"Aedes","USA","83","20786606.0076361","55"
"Aedes","FRA","84","66501896.1480606","86"
"Aedes","USA","80","6355211.07368289","55"
"Aedes","MEX","89","24128263.7787661","73"
"Aedes","BRA","83","386133.56","62"
"Aedes","URY","83","1486796.52946905","73"
"Aedes","MDV","93","1216724.60367647","93"
"Aedes","COL","90","1075580347.65367","73"
"Aedes","ARG","84","17208457.6961482","73"
"Aedes","BRA","84","956987710.380959","62"
"Aedes","USA","67","9489.97592085195","55"
"Aedes","USA","70","9489.97592085195","55"
"Aedes","USA","71","9489.97592085195","55"
"Aedes","USA","72","9489.97592085195","55"
"Aedes","THA","83","305170126.178464","59"
"Aedes","BRA","83","10675000","62"
"Aedes","USA","83","20573081.5494169","55"
"Aedes","COL","81","208002021.764501","73"
"Aedes","CRI","81","12400317.5618373","73"
"Aedes","HND","81","19972885.8812854","73"
"Aedes","USA","66","9489.97592085195","55"
"Aedes","CRI","84","12400317.5618373","73"
"Aedes","COL","92","76206359.1184842","73"
"Aedes","USA","81","6355211.07368289","55"
"Aedes","BOL","83","43592592.6645649","73"
"Aedes","BRA","81","956987710.380959","62"
"Aedes","PAN","83","14845701.7150182","73"
"Aedes","GRC","88","1365716.33638521","88"
"Aedes","SLV","83","17638005.5828938","73"
"Aedes","VEN","83","127897460.612803","85"
"Aedes","ITA","85","16481660.4347903","86"
"Aedes","USA","68","9489.97592085195","55"
"Aedes","GRC","90","97422.7925319595","88"
"Aedes","THA","83","127879387.587106","59"
"Aedes","GRC","91","107340.146645461","88"
"Aedes","THA","85","305170126.178464","59"
"Aedes","NIC","83","14412900.9297939","73"
"Aedes","NIC","83","15750763.015023","73"
